5755	10000
2853	2	1.0
2853	4	1.0
2853	7	1.0
2853	8	1.0
2853	9	1.0
2853	10	1.0
2853	11	1.0
2853	12	1.0
2853	16	1.0
2853	23	1.0
2853	28	1.0
2853	36	1.0
2853	39	1.0
2853	40	1.0
2853	72	1.0
2853	113	1.0
2853	135	1.0
2853	136	1.0
2853	139	1.0
2853	171	1.0
2853	757	1.0
2853	5799	1.0
2853	7353	1.0
2853	7399	1.0
2853	9034	1.0
2854	0	2.0
2854	1	1.0
2854	3	1.0
2854	5	1.0
2854	10	1.0
2854	11	1.0
2854	21	1.0
2854	22	1.0
2854	25	1.0
2854	30	1.0
2854	31	1.0
2854	34	1.0
2854	35	1.0
2854	43	1.0
2854	153	1.0
2854	158	1.0
2854	160	1.0
2854	181	1.0
2854	867	1.0
2854	1877	1.0
2855	0	1.0
2855	1	1.0
2855	3	1.0
2855	4	1.0
2855	5	1.0
2855	7	1.0
2855	9	1.0
2855	10	1.0
2855	13	1.0
2855	16	1.0
2855	22	1.0
2855	24	1.0
2855	30	1.0
2855	31	1.0
2855	36	1.0
2855	113	1.0
2855	135	1.0
2855	136	1.0
2855	171	1.0
2855	757	1.0
2855	1877	1.0
2855	5799	1.0
2855	7353	1.0
2855	7399	1.0
2856	0	1.0
2856	1	1.0
2856	3	1.0
2856	4	1.0
2856	5	1.0
2856	7	1.0
2856	9	1.0
2856	10	1.0
2856	17	1.0
2856	21	1.0
2856	22	1.0
2856	27	1.0
2856	30	1.0
2856	31	1.0
2856	44	1.0
2856	52	1.0
2856	99	1.0
2856	131	1.0
2856	159	1.0
2856	663	1.0
2856	1877	1.0
2856	5205	1.0
2856	6369	1.0
2856	6955	1.0
2857	1	1.0
2857	3	1.0
2857	4	1.0
2857	5	1.0
2857	7	1.0
2857	9	1.0
2857	14	1.0
2857	20	1.0
2857	22	1.0
2857	30	1.0
2857	31	1.0
2857	41	1.0
2857	46	1.0
2857	92	1.0
2857	104	1.0
2857	123	1.0
2857	193	1.0
2857	217	1.0
2857	223	1.0
2857	332	1.0
2857	549	1.0
2857	585	1.0
2857	1025	1.0
2857	1877	1.0
2858	0	1.0
2858	1	1.0
2858	3	1.0
2858	4	1.0
2858	5	1.0
2858	10	1.0
2858	16	2.0
2858	22	1.0
2858	30	1.0
2858	31	1.0
2858	32	1.0
2858	33	1.0
2858	118	1.0
2858	174	1.0
2858	255	1.0
2858	297	1.0
2858	714	1.0
2858	804	2.0
2858	1819	1.0
2858	1877	1.0
2859	2	1.0
2859	22	1.0
2859	47	2.0
2859	62	1.0
2859	154	1.0
2859	155	1.0
2859	7396	2.0
2860	0	1.0
2860	2	1.0
2860	6	1.0
2860	8	1.0
2860	11	1.0
2860	12	1.0
2860	26	1.0
2860	38	2.0
2860	54	1.0
2860	62	1.0
2860	151	1.0
2860	152	1.0
2860	156	1.0
2860	165	1.0
2860	2792	1.0
2860	6913	2.0
2861	0	2.0
2861	1	1.0
2861	2	1.0
2861	3	1.0
2861	4	1.0
2861	5	1.0
2861	6	1.0
2861	10	1.0
2861	11	1.0
2861	15	2.0
2861	18	1.0
2861	19	1.0
2861	20	1.0
2861	26	1.0
2861	32	1.0
2861	33	1.0
2861	46	1.0
2861	54	1.0
2861	118	1.0
2861	145	1.0
2861	157	1.0
2861	602	1.0
2861	809	2.0
2861	2011	1.0
2862	0	2.0
2862	1	1.0
2862	2	1.0
2862	4	1.0
2862	7	1.0
2862	8	1.0
2862	9	1.0
2862	10	1.0
2862	11	1.0
2862	12	1.0
2862	14	1.0
2862	17	1.0
2862	20	1.0
2862	28	1.0
2862	39	1.0
2862	40	1.0
2862	42	1.0
2862	44	1.0
2862	46	1.0
2862	97	1.0
2862	110	1.0
2862	116	1.0
2862	120	1.0
2862	134	1.0
2862	402	1.0
2862	2127	1.0
2862	5567	1.0
2862	7979	1.0
2862	8162	1.0
2863	0	2.0
2863	1	1.0
2863	2	1.0
2863	3	1.0
2863	5	1.0
2863	6	1.0
2863	10	1.0
2863	11	1.0
2863	17	1.0
2863	18	1.0
2863	19	1.0
2863	25	1.0
2863	34	1.0
2863	35	1.0
2863	37	1.0
2863	44	1.0
2863	73	1.0
2863	79	1.0
2863	86	1.0
2863	96	1.0
2863	106	1.0
2863	129	1.0
2863	148	1.0
2863	395	1.0
2863	412	1.0
2863	3096	1.0
2863	3399	1.0
2863	3508	1.0
2863	7890	1.0
2863	9410	1.0
2864	0	1.0
2864	1	1.0
2864	2	1.0
2864	3	1.0
2864	4	1.0
2864	5	1.0
2864	6	1.0
2864	7	1.0
2864	9	1.0
2864	10	1.0
2864	13	1.0
2864	14	1.0
2864	17	1.0
2864	18	1.0
2864	19	1.0
2864	20	1.0
2864	24	1.0
2864	44	1.0
2864	46	1.0
2864	86	1.0
2864	106	1.0
2864	110	1.0
2864	116	1.0
2864	129	1.0
2864	395	1.0
2864	402	1.0
2864	412	1.0
2864	3096	1.0
2864	3508	1.0
2864	5567	1.0
2864	7979	1.0
2865	0	1.0
2865	1	1.0
2865	2	1.0
2865	3	1.0
2865	4	1.0
2865	5	1.0
2865	6	1.0
2865	10	1.0
2865	15	2.0
2865	18	1.0
2865	19	1.0
2865	20	1.0
2865	27	1.0
2865	32	1.0
2865	33	1.0
2865	46	1.0
2865	52	1.0
2865	86	1.0
2865	106	1.0
2865	118	1.0
2865	129	1.0
2865	395	1.0
2865	412	1.0
2865	602	1.0
2865	809	2.0
2865	3096	1.0
2865	3508	1.0
2866	0	1.0
2866	1	1.0
2866	2	1.0
2866	4	1.0
2866	7	1.0
2866	8	1.0
2866	9	1.0
2866	11	1.0
2866	12	1.0
2866	14	1.0
2866	17	1.0
2866	27	1.0
2866	28	1.0
2866	39	1.0
2866	40	1.0
2866	44	1.0
2866	51	1.0
2866	57	1.0
2866	59	1.0
2866	81	1.0
2866	83	1.0
2866	108	1.0
2866	119	1.0
2866	383	1.0
2866	402	1.0
2866	719	1.0
2866	866	1.0
2866	3115	1.0
2866	3700	1.0
2866	9196	1.0
2866	9720	1.0
2867	0	2.0
2867	1	1.0
2867	2	1.0
2867	3	1.0
2867	5	1.0
2867	8	1.0
2867	10	1.0
2867	11	1.0
2867	12	1.0
2867	25	1.0
2867	28	1.0
2867	34	1.0
2867	35	1.0
2867	42	1.0
2867	50	1.0
2867	66	1.0
2867	67	1.0
2867	95	1.0
2867	97	1.0
2867	101	1.0
2867	125	1.0
2867	126	1.0
2867	384	1.0
2867	558	1.0
2867	609	1.0
2867	1173	1.0
2867	4674	1.0
2867	8081	1.0
2868	1	1.0
2868	2	1.0
2868	3	1.0
2868	4	1.0
2868	5	1.0
2868	7	1.0
2868	8	1.0
2868	9	1.0
2868	12	1.0
2868	13	1.0
2868	14	1.0
2868	17	1.0
2868	24	1.0
2868	27	1.0
2868	28	1.0
2868	42	1.0
2868	44	1.0
2868	57	1.0
2868	59	1.0
2868	81	1.0
2868	95	1.0
2868	97	1.0
2868	101	1.0
2868	108	1.0
2868	383	1.0
2868	384	1.0
2868	402	1.0
2868	558	1.0
2868	3115	1.0
2868	3700	1.0
2868	8081	1.0
2869	0	1.0
2869	1	1.0
2869	2	1.0
2869	3	1.0
2869	5	1.0
2869	6	1.0
2869	7	1.0
2869	8	1.0
2869	9	1.0
2869	11	1.0
2869	12	1.0
2869	13	1.0
2869	25	1.0
2869	29	1.0
2869	37	1.0
2869	65	1.0
2869	68	1.0
2869	74	1.0
2869	79	1.0
2869	86	1.0
2869	87	1.0
2869	125	1.0
2869	126	1.0
2869	235	1.0
2869	545	1.0
2869	565	1.0
2869	600	1.0
2869	1173	1.0
2869	4674	1.0
2869	8501	1.0
2870	0	2.0
2870	1	1.0
2870	2	1.0
2870	3	1.0
2870	4	1.0
2870	5	1.0
2870	6	1.0
2870	7	1.0
2870	8	1.0
2870	9	1.0
2870	10	1.0
2870	11	1.0
2870	12	1.0
2870	47	1.0
2870	56	1.0
2870	59	1.0
2870	60	1.0
2870	82	1.0
2870	94	1.0
2870	105	1.0
2870	111	1.0
2870	147	1.0
2870	209	1.0
2870	407	1.0
2870	444	1.0
2870	4834	1.0
2870	5739	1.0
2871	0	2.0
2871	1	1.0
2871	2	1.0
2871	3	1.0
2871	4	1.0
2871	5	1.0
2871	6	1.0
2871	7	1.0
2871	8	1.0
2871	9	1.0
2871	10	1.0
2871	11	1.0
2871	12	1.0
2871	26	1.0
2871	38	1.0
2871	71	1.0
2871	77	1.0
2871	78	1.0
2871	102	1.0
2871	124	1.0
2871	125	1.0
2871	144	1.0
2871	213	1.0
2871	351	1.0
2871	1202	1.0
2871	1322	1.0
2871	1971	1.0
2871	2376	1.0
2872	0	1.0
2872	1	1.0
2872	2	1.0
2872	3	1.0
2872	4	1.0
2872	5	1.0
2872	6	1.0
2872	7	1.0
2872	8	1.0
2872	9	1.0
2872	10	1.0
2872	12	1.0
2872	13	1.0
2872	24	1.0
2872	26	1.0
2872	56	1.0
2872	59	1.0
2872	60	1.0
2872	77	1.0
2872	82	1.0
2872	102	1.0
2872	111	1.0
2872	144	1.0
2872	147	1.0
2872	209	1.0
2872	407	1.0
2872	444	1.0
2872	1202	1.0
2872	1322	1.0
2872	1971	1.0
2872	5739	1.0
2873	1	1.0
2873	2	1.0
2873	3	1.0
2873	4	1.0
2873	5	1.0
2873	6	1.0
2873	7	1.0
2873	8	1.0
2873	9	1.0
2873	12	1.0
2873	13	1.0
2873	26	1.0
2873	27	1.0
2873	29	1.0
2873	37	1.0
2873	52	1.0
2873	65	1.0
2873	68	1.0
2873	77	1.0
2873	79	1.0
2873	102	1.0
2873	125	1.0
2873	126	1.0
2873	144	1.0
2873	565	1.0
2873	600	1.0
2873	1173	1.0
2873	1202	1.0
2873	1322	1.0
2873	1971	1.0
2873	4674	1.0
2874	1	1.0
2874	2	1.0
2874	3	1.0
2874	4	1.0
2874	5	1.0
2874	6	1.0
2874	7	1.0
2874	8	1.0
2874	9	1.0
2874	12	1.0
2874	14	1.0
2874	17	1.0
2874	26	1.0
2874	27	1.0
2874	44	1.0
2874	57	1.0
2874	58	1.0
2874	59	1.0
2874	77	1.0
2874	81	1.0
2874	102	1.0
2874	108	1.0
2874	144	1.0
2874	149	1.0
2874	383	1.0
2874	402	1.0
2874	1202	1.0
2874	1322	1.0
2874	1971	1.0
2874	3115	1.0
2874	3700	1.0
2875	0	1.0
2875	1	1.0
2875	2	1.0
2875	3	1.0
2875	4	1.0
2875	5	1.0
2875	6	1.0
2875	8	1.0
2875	10	1.0
2875	12	1.0
2875	15	2.0
2875	20	1.0
2875	26	1.0
2875	32	1.0
2875	33	1.0
2875	46	1.0
2875	77	1.0
2875	102	1.0
2875	118	1.0
2875	144	1.0
2875	150	1.0
2875	211	1.0
2875	602	1.0
2875	809	2.0
2875	1202	1.0
2875	1322	1.0
2875	1971	1.0
2876	0	1.0
2876	1	1.0
2876	2	1.0
2876	3	1.0
2876	4	1.0
2876	5	1.0
2876	6	1.0
2876	7	1.0
2876	8	1.0
2876	9	1.0
2876	11	1.0
2876	12	1.0
2876	14	1.0
2876	17	1.0
2876	20	1.0
2876	44	1.0
2876	45	1.0
2876	64	1.0
2876	70	1.0
2876	84	1.0
2876	100	1.0
2876	133	1.0
2876	150	1.0
2876	194	1.0
2876	231	1.0
2876	402	1.0
2876	2157	1.0
2876	4307	1.0
2876	4316	1.0
2876	4909	1.0
2876	8346	1.0
2877	0	2.0
2877	1	1.0
2877	2	1.0
2877	3	1.0
2877	4	1.0
2877	5	1.0
2877	6	1.0
2877	7	1.0
2877	9	1.0
2877	10	1.0
2877	11	1.0
2877	17	1.0
2877	18	1.0
2877	19	1.0
2877	36	1.0
2877	51	1.0
2877	69	1.0
2877	80	1.0
2877	90	1.0
2877	93	1.0
2877	103	1.0
2877	140	1.0
2877	205	1.0
2877	3055	1.0
2877	3400	1.0
2877	3585	1.0
2877	3914	1.0
2877	4856	1.0
2877	6346	1.0
2877	7727	1.0
2878	1	1.0
2878	2	1.0
2878	3	1.0
2878	4	1.0
2878	5	1.0
2878	6	1.0
2878	7	1.0
2878	9	1.0
2878	13	1.0
2878	14	1.0
2878	17	1.0
2878	18	1.0
2878	19	1.0
2878	20	1.0
2878	24	1.0
2878	44	1.0
2878	51	1.0
2878	64	1.0
2878	70	1.0
2878	90	1.0
2878	93	1.0
2878	133	1.0
2878	150	1.0
2878	194	1.0
2878	402	1.0
2878	2157	1.0
2878	3400	1.0
2878	4316	1.0
2878	4856	1.0
2878	6346	1.0
2878	7727	1.0
2879	0	1.0
2879	1	1.0
2879	2	1.0
2879	4	1.0
2879	7	1.0
2879	9	1.0
2879	11	1.0
2879	13	1.0
2879	17	1.0
2879	28	1.0
2879	29	1.0
2879	39	1.0
2879	40	1.0
2879	50	1.0
2879	51	1.0
2879	76	1.0
2879	85	1.0
2879	88	1.0
2879	91	1.0
2879	103	1.0
2879	140	1.0
2879	164	1.0
2879	196	1.0
2879	1657	1.0
2879	2360	1.0
2879	3055	1.0
2879	4161	1.0
2879	6310	1.0
2879	8288	1.0
2879	8601	1.0
2880	0	2.0
2880	1	1.0
2880	2	1.0
2880	10	1.0
2880	11	1.0
2880	18	1.0
2880	19	1.0
2880	23	1.0
2880	25	1.0
2880	28	1.0
2880	34	1.0
2880	35	1.0
2880	50	1.0
2880	55	1.0
2880	61	1.0
2880	98	1.0
2880	107	1.0
2880	115	1.0
2880	130	1.0
2880	162	1.0
2880	215	1.0
2880	1487	1.0
2880	2330	1.0
2880	3623	1.0
2880	4222	1.0
2880	5813	1.0
2880	7817	1.0
2880	8226	1.0
2881	0	2.0
2881	1	1.0
2881	2	1.0
2881	8	1.0
2881	10	1.0
2881	11	1.0
2881	12	1.0
2881	21	1.0
2881	25	1.0
2881	28	1.0
2881	39	1.0
2881	40	1.0
2881	55	1.0
2881	63	1.0
2881	92	1.0
2881	112	1.0
2881	123	1.0
2881	142	1.0
2881	176	1.0
2881	230	1.0
2881	303	1.0
2881	346	1.0
2881	392	1.0
2881	1261	1.0
2881	2771	1.0
2881	3738	1.0
2881	6850	1.0
2881	8467	1.0
2882	0	2.0
2882	1	1.0
2882	2	1.0
2882	3	1.0
2882	5	1.0
2882	6	1.0
2882	8	1.0
2882	10	1.0
2882	11	1.0
2882	12	1.0
2882	16	1.0
2882	25	1.0
2882	34	1.0
2882	35	1.0
2882	75	1.0
2882	86	1.0
2882	99	1.0
2882	128	1.0
2882	131	1.0
2882	159	1.0
2882	272	1.0
2882	284	1.0
2882	318	1.0
2882	355	1.0
2882	707	1.0
2882	1371	1.0
2882	3563	1.0
2883	0	1.0
2883	1	1.0
2883	2	1.0
2883	3	1.0
2883	5	1.0
2883	6	1.0
2883	8	1.0
2883	10	1.0
2883	12	1.0
2883	13	1.0
2883	21	1.0
2883	24	1.0
2883	25	1.0
2883	55	1.0
2883	75	1.0
2883	86	1.0
2883	92	1.0
2883	123	1.0
2883	128	1.0
2883	142	1.0
2883	176	1.0
2883	230	1.0
2883	272	1.0
2883	355	1.0
2883	707	1.0
2883	1261	1.0
2883	1371	1.0
2883	2771	1.0
2883	3738	1.0
2883	6850	1.0
2883	8467	1.0
2884	0	1.0
2884	1	1.0
2884	2	1.0
2884	3	1.0
2884	5	1.0
2884	6	1.0
2884	8	1.0
2884	10	1.0
2884	12	1.0
2884	25	1.0
2884	27	1.0
2884	34	1.0
2884	35	1.0
2884	50	1.0
2884	52	1.0
2884	55	1.0
2884	75	1.0
2884	86	1.0
2884	98	1.0
2884	107	1.0
2884	128	1.0
2884	130	1.0
2884	272	1.0
2884	355	1.0
2884	707	1.0
2884	1371	1.0
2884	1487	1.0
2884	3623	1.0
2884	4222	1.0
2884	7817	1.0
2884	8226	1.0
2885	1	1.0
2885	2	1.0
2885	3	1.0
2885	4	1.0
2885	5	1.0
2885	6	1.0
2885	7	1.0
2885	8	1.0
2885	9	1.0
2885	12	1.0
2885	13	1.0
2885	17	1.0
2885	29	1.0
2885	41	1.0
2885	50	1.0
2885	75	1.0
2885	76	1.0
2885	86	1.0
2885	88	1.0
2885	103	1.0
2885	104	1.0
2885	128	1.0
2885	140	1.0
2885	272	1.0
2885	355	1.0
2885	707	1.0
2885	1371	1.0
2885	2360	1.0
2885	3055	1.0
2885	6310	1.0
2885	8288	1.0
2886	1	1.0
2886	2	1.0
2886	3	1.0
2886	4	1.0
2886	5	1.0
2886	6	1.0
2886	7	1.0
2886	8	1.0
2886	9	1.0
2886	12	1.0
2886	14	1.0
2886	17	1.0
2886	20	1.0
2886	44	1.0
2886	64	1.0
2886	70	1.0
2886	75	1.0
2886	86	1.0
2886	117	1.0
2886	128	1.0
2886	133	1.0
2886	150	1.0
2886	173	1.0
2886	194	1.0
2886	272	1.0
2886	355	1.0
2886	402	1.0
2886	707	1.0
2886	1371	1.0
2886	2157	1.0
2886	4316	1.0
2887	0	1.0
2887	1	1.0
2887	2	1.0
2887	3	1.0
2887	4	1.0
2887	5	1.0
2887	6	1.0
2887	8	1.0
2887	10	1.0
2887	12	1.0
2887	15	2.0
2887	20	1.0
2887	32	1.0
2887	33	1.0
2887	46	1.0
2887	75	1.0
2887	86	1.0
2887	118	1.0
2887	128	1.0
2887	272	1.0
2887	279	1.0
2887	343	1.0
2887	355	1.0
2887	602	1.0
2887	707	1.0
2887	809	2.0
2887	1371	1.0
2888	0	1.0
2888	1	1.0
2888	2	1.0
2888	3	1.0
2888	4	1.0
2888	5	1.0
2888	6	1.0
2888	7	1.0
2888	8	1.0
2888	9	1.0
2888	11	1.0
2888	12	1.0
2888	14	1.0
2888	17	1.0
2888	26	1.0
2888	44	1.0
2888	54	1.0
2888	59	1.0
2888	72	1.0
2888	113	1.0
2888	135	1.0
2888	139	1.0
2888	279	1.0
2888	285	1.0
2888	402	1.0
2888	409	1.0
2888	512	1.0
2888	881	1.0
2888	4063	1.0
2888	7313	1.0
2889	0	2.0
2889	1	1.0
2889	3	1.0
2889	4	1.0
2889	5	1.0
2889	7	1.0
2889	9	1.0
2889	10	1.0
2889	11	1.0
2889	20	1.0
2889	22	1.0
2889	30	1.0
2889	31	1.0
2889	46	1.0
2889	125	1.0
2889	153	1.0
2889	160	1.0
2889	181	1.0
2889	459	1.0
2889	724	1.0
2889	1053	1.0
2889	9561	1.0
2890	1	1.0
2890	3	1.0
2890	4	1.0
2890	5	1.0
2890	7	1.0
2890	9	1.0
2890	13	1.0
2890	14	1.0
2890	17	1.0
2890	22	1.0
2890	24	1.0
2890	30	1.0
2890	31	1.0
2890	44	1.0
2890	59	1.0
2890	113	1.0
2890	135	1.0
2890	279	1.0
2890	285	1.0
2890	402	1.0
2890	409	1.0
2890	512	1.0
2890	1053	1.0
2890	7313	1.0
2891	0	1.0
2891	1	1.0
2891	3	1.0
2891	4	1.0
2891	5	1.0
2891	10	1.0
2891	15	2.0
2891	20	1.0
2891	22	1.0
2891	30	1.0
2891	31	1.0
2891	32	1.0
2891	33	1.0
2891	46	1.0
2891	118	1.0
2891	255	1.0
2891	297	1.0
2891	602	1.0
2891	809	2.0
2891	1053	1.0
2892	2	1.0
2892	22	1.0
2892	23	1.0
2892	62	1.0
2892	154	1.0
2892	155	1.0
2892	326	1.0
2892	328	1.0
2892	4346	1.0
2892	9940	1.0
2893	0	1.0
2893	2	1.0
2893	6	1.0
2893	8	1.0
2893	11	1.0
2893	12	1.0
2893	21	1.0
2893	26	1.0
2893	54	1.0
2893	62	1.0
2893	151	1.0
2893	152	1.0
2893	156	1.0
2893	165	1.0
2893	294	1.0
2893	295	1.0
2893	488	1.0
2893	3200	1.0
2894	0	2.0
2894	1	1.0
2894	2	1.0
2894	3	1.0
2894	4	1.0
2894	5	1.0
2894	6	1.0
2894	8	1.0
2894	10	1.0
2894	11	1.0
2894	12	1.0
2894	16	1.0
2894	20	1.0
2894	26	1.0
2894	32	1.0
2894	33	1.0
2894	46	1.0
2894	118	1.0
2894	144	1.0
2894	145	1.0
2894	157	1.0
2894	241	1.0
2894	242	1.0
2894	491	1.0
2894	1767	1.0
2894	2787	1.0
2894	2881	1.0
2894	2959	1.0
2895	0	2.0
2895	1	1.0
2895	2	1.0
2895	3	1.0
2895	4	1.0
2895	5	1.0
2895	6	1.0
2895	7	1.0
2895	8	1.0
2895	9	1.0
2895	10	1.0
2895	11	1.0
2895	12	1.0
2895	14	1.0
2895	17	1.0
2895	20	1.0
2895	42	1.0
2895	44	1.0
2895	110	1.0
2895	116	1.0
2895	120	1.0
2895	133	1.0
2895	134	1.0
2895	179	1.0
2895	640	1.0
2895	1279	1.0
2895	1525	1.0
2895	2082	1.0
2895	7373	1.0
2896	0	1.0
2896	1	1.0
2896	2	1.0
2896	3	1.0
2896	4	1.0
2896	5	1.0
2896	6	1.0
2896	8	1.0
2896	10	1.0
2896	12	1.0
2896	13	1.0
2896	16	1.0
2896	20	1.0
2896	24	1.0
2896	32	1.0
2896	33	1.0
2896	42	1.0
2896	46	1.0
2896	118	1.0
2896	120	1.0
2896	134	1.0
2896	179	1.0
2896	241	1.0
2896	242	1.0
2896	1279	1.0
2896	1767	1.0
2896	2082	1.0
2896	2787	1.0
2896	2881	1.0
2896	2959	1.0
2896	7373	1.0
2897	0	1.0
2897	1	1.0
2897	2	1.0
2897	3	1.0
2897	4	1.0
2897	5	1.0
2897	6	1.0
2897	7	1.0
2897	8	1.0
2897	9	1.0
2897	11	1.0
2897	12	1.0
2897	13	1.0
2897	14	1.0
2897	17	1.0
2897	29	1.0
2897	37	1.0
2897	44	1.0
2897	45	1.0
2897	73	1.0
2897	96	1.0
2897	106	1.0
2897	129	1.0
2897	180	1.0
2897	594	1.0
2897	1050	1.0
2897	1525	1.0
2897	2785	1.0
2897	5489	1.0
2897	9436	1.0
2898	0	2.0
2898	1	1.0
2898	2	1.0
2898	3	1.0
2898	4	1.0
2898	5	1.0
2898	6	1.0
2898	7	1.0
2898	8	1.0
2898	9	1.0
2898	10	1.0
2898	11	1.0
2898	12	1.0
2898	26	1.0
2898	36	1.0
2898	54	1.0
2898	56	1.0
2898	81	1.0
2898	83	1.0
2898	108	1.0
2898	119	1.0
2898	121	1.0
2898	199	1.0
2898	397	1.0
2898	1242	1.0
2898	2885	1.0
2898	3713	1.0
2898	3819	1.0
2898	4957	1.0
2898	9483	1.0
2899	1	1.0
2899	2	1.0
2899	3	1.0
2899	4	1.0
2899	5	1.0
2899	6	1.0
2899	7	1.0
2899	8	1.0
2899	9	1.0
2899	12	1.0
2899	13	2.0
2899	14	1.0
2899	17	1.0
2899	24	1.0
2899	26	1.0
2899	29	1.0
2899	37	1.0
2899	44	1.0
2899	54	1.0
2899	73	1.0
2899	83	1.0
2899	96	1.0
2899	119	1.0
2899	180	1.0
2899	1050	1.0
2899	1525	1.0
2899	3713	1.0
2899	3819	1.0
2899	4957	1.0
2899	5489	1.0
2900	0	1.0
2900	1	1.0
2900	2	1.0
2900	3	1.0
2900	4	1.0
2900	5	1.0
2900	6	1.0
2900	8	1.0
2900	10	1.0
2900	12	1.0
2900	16	1.0
2900	20	1.0
2900	26	1.0
2900	32	1.0
2900	33	1.0
2900	41	1.0
2900	46	1.0
2900	54	1.0
2900	83	1.0
2900	104	1.0
2900	118	1.0
2900	119	1.0
2900	241	1.0
2900	242	1.0
2900	1767	1.0
2900	2787	1.0
2900	2881	1.0
2900	2959	1.0
2900	3713	1.0
2900	3819	1.0
2900	4957	1.0
2901	0	1.0
2901	1	1.0
2901	2	1.0
2901	3	1.0
2901	4	1.0
2901	5	1.0
2901	6	1.0
2901	7	1.0
2901	8	1.0
2901	9	1.0
2901	11	1.0
2901	12	1.0
2901	14	1.0
2901	17	1.0
2901	20	1.0
2901	41	1.0
2901	42	1.0
2901	44	1.0
2901	46	1.0
2901	66	1.0
2901	67	1.0
2901	89	1.0
2901	95	1.0
2901	101	1.0
2901	239	1.0
2901	1435	1.0
2901	1525	1.0
2901	3787	1.0
2901	4328	1.0
2902	0	2.0
2902	1	1.0
2902	2	1.0
2902	3	1.0
2902	4	1.0
2902	5	1.0
2902	6	1.0
2902	7	1.0
2902	8	1.0
2902	9	1.0
2902	10	1.0
2902	11	1.0
2902	12	1.0
2902	17	1.0
2902	37	1.0
2902	44	1.0
2902	65	1.0
2902	68	1.0
2902	74	1.0
2902	87	1.0
2902	114	1.0
2902	163	1.0
2902	200	1.0
2902	948	1.0
2902	1875	1.0
2902	3300	1.0
2902	5561	1.0
2902	7558	1.0
2903	0	2.0
2903	1	1.0
2903	2	1.0
2903	3	1.0
2903	4	1.0
2903	5	1.0
2903	6	1.0
2903	7	1.0
2903	9	1.0
2903	10	1.0
2903	11	1.0
2903	18	1.0
2903	19	1.0
2903	51	1.0
2903	56	1.0
2903	60	1.0
2903	82	1.0
2903	94	1.0
2903	105	1.0
2903	111	1.0
2903	174	1.0
2903	229	1.0
2903	914	1.0
2903	930	1.0
2903	2083	1.0
2903	6180	1.0
2903	8122	1.0
2904	0	2.0
2904	1	1.0
2904	2	1.0
2904	4	1.0
2904	7	1.0
2904	9	1.0
2904	10	1.0
2904	11	1.0
2904	18	1.0
2904	19	1.0
2904	28	1.0
2904	39	1.0
2904	40	1.0
2904	45	1.0
2904	50	1.0
2904	54	1.0
2904	71	1.0
2904	77	1.0
2904	78	1.0
2904	102	1.0
2904	124	1.0
2904	193	1.0
2904	1722	1.0
2904	4171	1.0
2904	5156	1.0
2904	5235	1.0
2904	6567	1.0
2904	6814	1.0
2904	8960	1.0
2905	0	2.0
2905	1	1.0
2905	2	1.0
2905	10	1.0
2905	11	1.0
2905	23	1.0
2905	25	1.0
2905	28	1.0
2905	34	1.0
2905	35	1.0
2905	36	1.0
2905	39	1.0
2905	40	1.0
2905	46	1.0
2905	51	1.0
2905	55	1.0
2905	64	1.0
2905	70	1.0
2905	84	1.0
2905	100	1.0
2905	122	1.0
2905	2769	1.0
2905	6143	1.0
2905	6328	1.0
2905	7337	1.0
2905	7485	1.0
2905	7732	1.0
2906	0	2.0
2906	1	1.0
2906	2	1.0
2906	8	1.0
2906	10	1.0
2906	11	1.0
2906	12	1.0
2906	21	1.0
2906	25	1.0
2906	28	1.0
2906	34	1.0
2906	35	1.0
2906	42	1.0
2906	43	1.0
2906	44	1.0
2906	50	1.0
2906	69	1.0
2906	80	1.0
2906	90	1.0
2906	93	1.0
2906	97	1.0
2906	103	1.0
2906	1568	1.0
2906	3776	1.0
2906	4600	1.0
2906	5747	1.0
2906	6291	1.0
2907	0	2.0
2907	1	1.0
2907	2	1.0
2907	3	1.0
2907	5	1.0
2907	6	1.0
2907	8	1.0
2907	10	1.0
2907	11	1.0
2907	12	1.0
2907	16	1.0
2907	25	1.0
2907	26	1.0
2907	37	1.0
2907	54	1.0
2907	55	1.0
2907	76	1.0
2907	79	1.0
2907	85	1.0
2907	88	1.0
2907	91	1.0
2907	127	1.0
2907	526	1.0
2907	831	1.0
2907	1314	1.0
2908	0	1.0
2908	1	1.0
2908	2	1.0
2908	3	1.0
2908	5	1.0
2908	6	1.0
2908	8	1.0
2908	10	1.0
2908	12	1.0
2908	13	1.0
2908	21	1.0
2908	24	1.0
2908	25	1.0
2908	26	1.0
2908	34	1.0
2908	35	1.0
2908	43	1.0
2908	44	1.0
2908	54	1.0
2908	69	1.0
2908	80	1.0
2908	85	1.0
2908	91	1.0
2908	103	1.0
2908	526	1.0
2908	831	1.0
2908	1314	1.0
2908	3776	1.0
2908	4600	1.0
2908	5747	1.0
2908	6291	1.0
2909	0	1.0
2909	1	1.0
2909	2	1.0
2909	3	1.0
2909	5	1.0
2909	6	1.0
2909	8	1.0
2909	10	1.0
2909	12	1.0
2909	25	1.0
2909	26	1.0
2909	27	1.0
2909	34	1.0
2909	35	1.0
2909	36	1.0
2909	46	1.0
2909	52	1.0
2909	54	1.0
2909	55	1.0
2909	64	1.0
2909	70	1.0
2909	85	1.0
